sleep_key,Sleep_Quality
9813,poor
9814,poor
9815,poor
9816,poor
9817,good
9818,good
9819,good
9820,poor
9821,average
9822,good
9823,average
9824,average
9825,average
9826,poor
9827,good
9828,good
9829,poor
9830,average
9831,average
9832,poor
9833,good
9834,good
9835,poor
9836,good
9837,good
9838,poor
9839,average
9840,average
9841,good
9842,poor
9843,poor
9844,good
9845,good
9846,poor
9847,average
9848,good
9849,poor
9850,poor
9851,poor
9852,average
9853,average
9854,good
9855,good
9856,good
9857,average
9858,good
9859,poor
9860,good
9861,average
9862,poor
9863,good
9864,average
9865,poor
9866,good
9867,good
9868,average
9869,good
9870,average
9871,good
9872,poor
9873,average
9874,poor
9875,good
9876,poor
9877,average
9878,poor
9879,average
9880,good
9881,average
9882,good
9883,average
9884,good
9885,good
9886,good
9887,average
9888,average
9889,average
9890,poor
9891,good
9892,poor
9893,average
9894,average
9895,average
9896,good
9897,poor
9898,poor
9899,good
9900,average
9901,average
9902,poor
9903,average
9904,average
9905,average
9906,good
9907,good
9908,good
9909,good
9910,good
9911,average
9912,good
9913,good
9914,good
9915,good
9916,poor
9917,poor
9918,poor
9919,average
9920,poor
9921,average
9922,good
9923,average
9924,poor
9925,good
9926,poor
9927,good
9928,average
9929,poor
9930,good
9931,poor
9932,average
9933,average
9934,good
9935,average
9936,good
9937,average
9938,poor
9939,poor
9940,poor
9941,good
9942,poor
9943,poor
9944,average
9945,good
9946,good
9947,average
9948,average
9949,average
9950,poor
9951,poor
9952,average
9953,average
9954,good
9955,poor
9956,average
9957,average
9958,good
9959,average
9960,good
9961,good
9962,good
9963,good
9964,average
9965,good
9966,average
9967,average
9968,good
9969,good
9970,average
9971,good
9972,average
9973,average
9974,poor
9975,poor
9976,good
9977,average
9978,poor
9979,poor
9980,good
9981,average
9982,good
9983,good
9984,poor
9985,good
9986,poor
9987,poor
9988,poor
9989,good
9990,average
9991,poor
9992,average
9993,good
9994,good
9995,poor
9996,poor
9997,average
9998,good
9999,average
10000,good
10001,poor
10002,good
10003,average
10004,poor
10005,good
10006,poor
10007,good
10008,good
10009,average
10010,poor
10011,average
10012,average
10013,average
10014,good
10015,average
10016,good
10017,average
10018,good
10019,poor
10020,average
10021,good
10022,average
10023,poor
10024,poor
10025,poor
10026,poor
10027,poor
10028,average
10029,good
10030,average
10031,good
10032,average
10033,poor
10034,average
10035,average
10036,poor
10037,good
10038,good
10039,poor
10040,good
10041,poor
10042,poor
10043,good
10044,poor
10045,poor
10046,good
10047,poor
10048,average
10049,average
10050,poor
10051,average
10052,good
10053,poor
10054,good
10055,poor
10056,poor
10057,good
10058,average
10059,average
10060,good
10061,good
10062,poor
10063,good
10064,average
10065,average
10066,average
10067,poor
10068,poor
10069,good
10070,poor
10071,good
10072,average
10073,average
10074,good
10075,good
10076,good
10077,good
10078,good
10079,good
10080,poor
10081,good
10082,good
10083,average
10084,poor
10085,average
10086,good
10087,poor
10088,average
10089,good
10090,average
10091,average
10092,average
10093,average
10094,good
10095,average
10096,good
10097,good
10098,poor
10099,poor
10100,poor
10101,average
10102,good
10103,good
10104,good
10105,average
10106,average
10107,good
10108,poor
10109,poor
10110,average
10111,poor
10112,good
10113,poor
10114,average
10115,good
10116,good
10117,good
10118,poor
10119,average
10120,poor
10121,good
10122,poor
10123,poor
10124,poor
10125,poor
10126,average
10127,average
10128,good
10129,average
10130,average
10131,good
10132,good
10133,average
10134,average
10135,average
10136,poor
10137,poor
10138,average
10139,poor
10140,good
10141,poor
10142,good
10143,poor
10144,average
10145,poor
10146,poor
10147,good
10148,average
10149,poor
10150,poor
10151,good
10152,poor
10153,average
10154,poor
10155,average
10156,good
10157,average
10158,average
10159,average
10160,average
10161,good
10162,poor
10163,average
10164,average
10165,good
10166,poor
10167,average
10168,good
10169,average
10170,good
10171,average
10172,good
10173,poor
10174,average
10175,average
10176,good
10177,average
10178,poor
10179,poor
10180,poor
10181,poor
10182,average
10183,poor
10184,good
10185,good
10186,average
10187,good
10188,poor
10189,good
10190,poor
10191,good
10192,average
10193,good
10194,poor
10195,poor
10196,poor
10197,average
10198,good
10199,average
10200,average
10201,average
10202,poor
10203,good
10204,good
10205,average
10206,average
10207,poor
10208,good
10209,poor
10210,average
10211,poor
10212,average
10213,good
10214,average
10215,average
10216,good
10217,average
10218,good
10219,average
10220,poor
10221,poor
10222,poor
10223,good
10224,poor
10225,poor
10226,good
10227,poor
10228,poor
10229,average
10230,poor
10231,poor
10232,good
10233,good
10234,average
10235,good
10236,poor
10237,poor
10238,poor
10239,poor
10240,good
10241,average
10242,average
10243,poor
10244,average
10245,good
10246,good
10247,average
10248,good
10249,poor
10250,good
10251,poor
10252,good
10253,average
10254,average
10255,average
10256,average
10257,poor
10258,poor
10259,good
10260,average
10261,poor
10262,poor
10263,good
10264,good
10265,average
10266,poor
10267,good
10268,good
10269,average
10270,good
10271,average
10272,average
10273,poor
10274,good
10275,good
10276,poor
10277,average
10278,average
10279,good
10280,poor
10281,good
10282,poor
10283,poor
10284,poor
10285,average
10286,good
10287,good
10288,average
10289,poor
10290,good
10291,average
10292,average
10293,poor
10294,good
10295,poor
10296,poor
10297,good
10298,average
10299,good
10300,poor
10301,poor
10302,average
10303,average
10304,poor
10305,poor
10306,average
10307,average
10308,poor
10309,good
10310,average
10311,average
10312,average
10313,poor
10314,good
10315,poor
10316,good
10317,good
10318,average
10319,poor
10320,average
10321,average
10322,good
10323,poor
10324,average
10325,good
10326,average
10327,good
10328,poor
10329,good
10330,good
10331,poor
10332,poor
10333,average
10334,poor
10335,good
10336,average
10337,good
10338,good
10339,average
10340,poor
10341,poor
10342,average
10343,average
10344,poor
10345,poor
10346,good
10347,good
10348,poor
10349,poor
10350,poor
10351,good
10352,average
10353,good
10354,good
10355,average
10356,poor
10357,poor
10358,good
10359,poor
10360,poor
10361,average
10362,good
10363,good
10364,poor
10365,poor
10366,good
10367,good
10368,poor
10369,average
10370,average
10371,average
10372,good
10373,poor
10374,good
10375,poor
10376,good
10377,good
10378,poor
10379,good
10380,average
10381,poor
10382,poor
10383,good
10384,poor
10385,average
10386,good
10387,average
10388,average
10389,average
10390,poor
10391,average
10392,good
10393,poor
10394,poor
10395,average
10396,average
10397,good
10398,poor
10399,poor
10400,average
10401,good
10402,average
10403,poor
10404,average
10405,average
10406,average
10407,poor
10408,good
10409,poor
10410,average
10411,good
10412,average
10413,good
10414,poor
10415,average
10416,poor
10417,good
10418,poor
10419,good
10420,poor
10421,good
10422,good
10423,poor
10424,poor
10425,poor
10426,poor
10427,good
10428,poor
10429,poor
10430,poor
10431,good
10432,poor
10433,average
10434,poor
10435,average
10436,average
10437,average
10438,poor
10439,poor
10440,good
10441,average
10442,good
10443,average
10444,average
10445,good
10446,poor
10447,good
10448,average
10449,average
10450,average
10451,poor
10452,average
10453,average
10454,average
10455,average
10456,average
10457,average
10458,average
10459,good
10460,average
10461,good
10462,poor
10463,poor
10464,good
10465,poor
10466,poor
10467,average
10468,poor
10469,good
10470,average
10471,good
10472,good
10473,good
10474,good
10475,good
10476,poor
10477,poor
10478,poor
10479,average
10480,poor
10481,average
10482,good
10483,good
10484,average
10485,average
10486,average
10487,average
10488,good
10489,poor
10490,poor
10491,average
10492,average
10493,good
10494,good
10495,average
10496,poor
10497,good
10498,poor
10499,good
10500,good
10501,poor
10502,average
10503,good
10504,good
10505,average
10506,average
10507,average
10508,poor
10509,poor
10510,good
10511,good
10512,average
10513,average
10514,average
10515,good
10516,poor
10517,poor
10518,poor
10519,average
10520,average
10521,good
10522,poor
10523,poor
10524,poor
10525,poor
10526,average
10527,good
10528,good
10529,poor
10530,good
10531,average
10532,average
10533,average
10534,good
10535,poor
10536,poor
10537,poor
10538,good
10539,poor
10540,good
10541,good
10542,average
10543,good
10544,poor
10545,good
10546,average
10547,average
10548,average
10549,poor
10550,average
10551,poor
10552,poor
10553,good
10554,average
10555,average
10556,good
10557,good
10558,average
10559,average
10560,poor
10561,good
10562,poor
10563,average
10564,poor
10565,average
10566,good
10567,good
10568,good
10569,average
10570,poor
10571,good
10572,good
10573,good
10574,poor
10575,good
10576,average
10577,good
10578,poor
10579,average
10580,average
10581,average
10582,average
10583,average
10584,average
10585,good
10586,good
10587,average
10588,good
10589,poor
10590,poor
10591,average
10592,poor
10593,good
10594,poor
10595,average
10596,poor
10597,poor
10598,poor
10599,poor
10600,poor
10601,poor
10602,poor
10603,poor
10604,good
10605,average
10606,average
10607,average
10608,average
10609,average
10610,good
10611,poor
10612,average
10613,good
10614,poor
10615,poor
10616,poor
10617,good
10618,good
10619,poor
10620,poor
10621,average
10622,average
10623,good
10624,average
10625,good
10626,good
10627,good
10628,poor
10629,average
10630,good
10631,average
10632,average
10633,average
10634,average
10635,average
10636,average
10637,average
10638,average
10639,average
10640,good
10641,average
10642,average
10643,good
10644,good
10645,good
10646,poor
10647,good
10648,poor
10649,good
10650,poor
10651,poor
10652,average
10653,good
10654,average
10655,average
10656,average
10657,good
10658,average
10659,average
10660,good
10661,poor
10662,good
10663,poor
10664,poor
10665,good
10666,good
10667,average
10668,poor
10669,good
10670,average
10671,good
10672,good
10673,average
10674,average
10675,poor
10676,average
10677,poor
10678,poor
10679,average
10680,good
10681,good
10682,good
10683,good
10684,good
10685,good
10686,average
10687,average
10688,good
10689,average
10690,average
10691,average
10692,average
10693,poor
10694,good
10695,average
10696,average
10697,poor
10698,good
10699,poor
10700,good
10701,poor
10702,average
10703,average
10704,good
10705,poor
10706,good
10707,average
10708,good
10709,average
10710,good
10711,average
10712,good
10713,average
10714,average
10715,average
10716,good
10717,poor
10718,average
10719,average
10720,average
10721,average
10722,good
10723,poor
10724,poor
10725,average
10726,poor
10727,average
10728,average
10729,average
10730,poor
10731,good
10732,good
10733,average
10734,average
10735,good
10736,poor
10737,poor
10738,average
10739,poor
10740,average
10741,poor
10742,good
10743,average
10744,average
10745,poor
10746,average
10747,good
10748,average
10749,good
10750,poor
10751,poor
10752,poor
10753,good
10754,poor
10755,good
10756,good
10757,poor
10758,good
10759,poor
10760,poor
10761,average
10762,average
10763,poor
10764,poor
10765,poor
10766,poor
10767,good
10768,good
10769,poor
10770,average
10771,poor
10772,poor
10773,good
10774,good
10775,poor
10776,good
10777,average
10778,poor
10779,poor
10780,poor
10781,average
10782,average
10783,average
10784,average
10785,poor
10786,average
10787,good
10788,good
10789,poor
10790,poor
10791,poor
10792,good
10793,average
10794,good
10795,average
10796,poor
10797,good
10798,poor
10799,average
10800,good
10801,good
10802,poor
10803,good
10804,good
10805,poor
10806,good
10807,average
10808,average
10809,poor
10810,good
10811,good
10812,poor
10813,poor
10814,good
10815,poor
10816,poor
10817,poor
10818,poor
10819,good
10820,poor
10821,good
10822,average
10823,good
10824,poor
10825,average
10826,average
10827,good
10828,poor
10829,good
10830,average
10831,average
10832,average
10833,average
10834,good
10835,good
10836,poor
10837,average
10838,poor
10839,average
10840,average
10841,good
10842,good
10843,average
10844,good
10845,poor
10846,poor
10847,average
10848,poor
10849,poor
10850,average
10851,good
10852,good
10853,average
10854,good
10855,poor
10856,average
10857,good
10858,good
10859,poor
10860,good
10861,average
10862,good
10863,good
10864,poor
10865,average
10866,average
10867,good
10868,poor
10869,average
10870,average
10871,poor
10872,poor
10873,good
10874,poor
10875,good
10876,poor
10877,average
10878,average
10879,good
10880,average
10881,poor
10882,poor
10883,poor
10884,poor
10885,poor
10886,poor
10887,good
10888,poor
10889,good
10890,good
10891,poor
10892,average
10893,good
10894,average
10895,good
10896,poor
10897,average
10898,poor
10899,poor
10900,average
10901,average
10902,poor
10903,good
10904,good
10905,average
10906,good
10907,poor
10908,average
10909,poor
10910,poor
10911,poor
10912,average
10913,average
10914,poor
10915,average
10916,average
10917,poor
10918,average
10919,good
10920,average
10921,good
10922,poor
10923,good
10924,average
10925,good
10926,average
10927,good
10928,poor
10929,good
10930,average
10931,good
10932,poor
10933,good
10934,average
10935,good
10936,average
10937,good
10938,poor
10939,poor
10940,poor
10941,average
10942,poor
10943,poor
10944,average
10945,average
10946,average
10947,poor
10948,average
10949,poor
10950,good
10951,average
10952,poor
10953,average
10954,good
10955,poor
10956,average
10957,poor
10958,good
10959,good
10960,good
10961,poor
10962,average
10963,good
10964,average
10965,good
10966,good
10967,average
10968,good
10969,average
10970,average
10971,good
10972,good
10973,poor
10974,average
10975,good
10976,poor
10977,good
10978,poor
10979,poor
10980,average
10981,poor
10982,average
10983,average
10984,average
10985,average
10986,average
10987,average
10988,average
10989,average
10990,average
10991,poor
10992,average
10993,poor
10994,average
10995,good
10996,good
10997,poor
10998,good
10999,poor
11000,average
11001,poor
11002,poor
11003,good
11004,average
11005,average
11006,poor
11007,poor
11008,average
11009,poor
11010,poor
11011,good
11012,average
11013,average
11014,average
11015,average
11016,good
11017,average
11018,average
11019,poor
11020,average
11021,good
11022,poor
11023,poor
11024,average
11025,average
11026,good
11027,poor
11028,good
11029,good
11030,good
11031,poor
11032,good
11033,average
11034,poor
11035,poor
11036,good
11037,average
11038,poor
11039,good
11040,poor
11041,poor
11042,average
11043,poor
11044,poor
11045,average
11046,poor
11047,poor
11048,poor
11049,poor
11050,poor
11051,poor
11052,average
11053,good
11054,average
11055,good
11056,poor
11057,average
11058,good
11059,poor
11060,good
11061,good
11062,good
11063,average
11064,poor
11065,poor
11066,good
11067,good
11068,good
11069,good
11070,poor
11071,poor
11072,good
11073,poor
11074,good
11075,average
11076,poor
11077,good
11078,good
11079,poor
11080,poor
11081,good
11082,average
11083,poor
11084,poor
11085,average
11086,poor
11087,good
11088,average
11089,good
11090,good
11091,good
11092,good
11093,poor
11094,poor
11095,poor
11096,average
11097,average
11098,poor
11099,good
11100,average
11101,average
11102,poor
11103,average
11104,good
11105,poor
11106,good
11107,good
11108,average
11109,good
11110,average
11111,average
11112,good
11113,good
11114,good
11115,poor
11116,poor
11117,poor
11118,average
11119,good
11120,good
11121,average
11122,average
11123,poor
11124,poor
11125,average
11126,poor
11127,average
11128,poor
11129,poor
11130,poor
11131,good
11132,average
11133,good
11134,average
11135,good
11136,poor
11137,poor
11138,poor
11139,good
11140,average
11141,good
11142,poor
11143,good
11144,average
11145,good
11146,average
11147,average
11148,good
11149,poor
11150,average
11151,poor
11152,average
11153,average
11154,poor
11155,good
11156,average
11157,average
11158,poor
11159,average
11160,average
11161,good
11162,average
11163,average
11164,good
11165,poor
11166,average
11167,good
11168,poor
11169,poor
11170,good
11171,average
11172,poor
11173,average
11174,poor
11175,poor
11176,poor
11177,poor
11178,poor
11179,poor
11180,good
11181,average
11182,good
11183,average
11184,average
11185,good
11186,good
11187,good
11188,good
11189,poor
11190,poor
11191,good
11192,poor
11193,average
11194,average
11195,good
11196,poor
11197,average
11198,good
11199,good
11200,good
11201,average
11202,good
11203,poor
11204,poor
11205,good
11206,average
11207,poor
11208,average
11209,average
11210,poor
11211,average
11212,average
11213,poor
11214,average
11215,poor
11216,poor
11217,poor
11218,poor
11219,poor
11220,average
11221,average
11222,poor
11223,poor
11224,poor
11225,good
11226,poor
11227,good
11228,average
11229,average
11230,average
11231,poor
11232,poor
11233,average
11234,average
11235,poor
11236,average
11237,average
11238,average
11239,average
11240,average
11241,poor
11242,good
11243,average
11244,good
11245,average
11246,good
11247,average
11248,good
11249,good
11250,poor
11251,average
11252,poor
11253,good
11254,average
11255,poor
11256,average
11257,good
11258,poor
11259,average
11260,poor
11261,good
11262,good
11263,average
11264,good
11265,good
11266,average
11267,good
11268,poor
11269,poor
11270,good
11271,average
11272,good
11273,poor
11274,good
11275,poor
11276,poor
11277,average
11278,average
11279,poor
11280,good
11281,poor
11282,average
11283,poor
11284,good
11285,good
11286,average
11287,average
11288,poor
11289,average
11290,average
11291,average
11292,average
11293,poor
11294,poor
11295,good
11296,good
11297,good
11298,poor
11299,average
11300,good
11301,average
11302,average
11303,poor
11304,average
11305,poor
11306,good
11307,good
11308,good
11309,poor
11310,poor
11311,good
11312,poor
11313,poor
11314,good
11315,poor
11316,good
11317,poor
11318,good
11319,poor
11320,poor
11321,average
11322,good
11323,average
11324,poor
11325,average
11326,average
11327,poor
11328,average
11329,good
11330,poor
11331,poor
11332,good
11333,good
11334,poor
11335,good
11336,poor
11337,poor
11338,average
11339,average
11340,good
11341,poor
11342,average
11343,good
11344,poor
11345,good
11346,poor
11347,good
11348,good
11349,poor
11350,poor
11351,poor
11352,poor
11353,average
11354,average
11355,average
11356,average
11357,average
11358,average
11359,good
11360,average
11361,poor
11362,average
11363,poor
11364,poor
11365,poor
11366,average
11367,average
11368,poor
11369,good
11370,poor
11371,good
11372,poor
11373,poor
11374,average
11375,good
11376,average
11377,poor
11378,poor
11379,poor
11380,good
11381,good
11382,average
11383,good
11384,good
11385,good
11386,poor
11387,poor
11388,good
11389,average
11390,average
11391,good
11392,good
11393,average
11394,average
11395,poor
11396,average
11397,average
11398,poor
11399,poor
11400,poor
11401,average
11402,average
11403,good
11404,good
11405,good
11406,poor
11407,average
11408,good
11409,good
11410,poor
11411,average
11412,average
11413,average
11414,average
11415,good
11416,poor
11417,poor
11418,average
11419,average
11420,average
11421,average
11422,average
11423,poor
11424,poor
11425,good
11426,good
11427,good
11428,poor
11429,poor
11430,poor
11431,average
11432,good
11433,poor
11434,poor
11435,poor
11436,average
11437,good
11438,poor
11439,poor
11440,average
11441,average
11442,poor
11443,average
11444,average
11445,good
11446,poor
11447,average
11448,average
11449,good
11450,good
11451,average
11452,poor
11453,average
11454,poor
11455,poor
11456,good
11457,poor
11458,good
11459,good
11460,good
11461,poor
11462,average
11463,good
11464,good
11465,poor
11466,good
11467,average
11468,poor
11469,poor
11470,poor
11471,good
11472,good
11473,good
11474,poor
11475,good
11476,good
11477,good
11478,poor
11479,average
11480,average
11481,poor
11482,average
11483,average
11484,good
11485,poor
11486,poor
11487,poor
11488,average
11489,poor
11490,average
11491,poor
11492,good
11493,average
11494,average
11495,poor
11496,average
11497,poor
11498,good
11499,poor
11500,poor
11501,average
11502,poor
11503,poor
11504,poor
11505,average
11506,poor
11507,average
11508,poor
11509,average
11510,poor
11511,poor
11512,good
11513,average
11514,poor
11515,good
11516,poor
11517,good
11518,average
11519,poor
11520,good
11521,good
11522,good
11523,average
11524,good
11525,poor
11526,good
11527,average
11528,poor
11529,good
11530,poor
11531,average
11532,average
11533,average
11534,good
11535,poor
11536,poor
11537,good
11538,good
11539,poor
11540,poor
11541,good
11542,good
11543,good
11544,average
11545,good
11546,poor
11547,good
11548,average
11549,good
11550,average
11551,average
11552,poor
11553,average
11554,average
11555,good
11556,average
11557,average
11558,good
11559,poor
11560,average
11561,good
11562,average
11563,average
11564,average
11565,average
11566,average
11567,poor
11568,poor
11569,average
11570,average
11571,average
11572,average
11573,good
11574,poor
11575,average
11576,poor
11577,good
11578,average
11579,average
11580,poor
11581,poor
11582,poor
11583,poor
11584,average
11585,poor
11586,good
11587,average
11588,average
11589,good
11590,average
11591,average
11592,average
11593,good
11594,average
11595,average
11596,average
11597,poor
11598,poor
11599,good
11600,average
11601,good
11602,good
11603,good
11604,average
11605,average
11606,average
11607,poor
11608,average
11609,average
11610,good
11611,poor
11612,average
11613,average
11614,average
11615,average
11616,poor
11617,average
11618,average
11619,average
11620,good
11621,poor
11622,average
11623,poor
11624,average
11625,good
11626,good
11627,good
11628,poor
11629,good
11630,average
11631,average
11632,good
11633,good
11634,good
11635,good
11636,average
11637,good
11638,average
11639,average
11640,poor
11641,average
11642,good
11643,poor
11644,good
11645,good
11646,poor
11647,average
11648,poor
11649,poor
11650,good
11651,average
11652,poor
11653,good
11654,good
11655,good
11656,average
11657,good
11658,good
11659,average
11660,good
11661,good
11662,poor
11663,good
11664,good
11665,good
11666,good
11667,good
11668,poor
11669,poor
11670,poor
11671,good
11672,poor
11673,good
11674,good
11675,poor
11676,good
11677,good
11678,good
11679,average
11680,average
11681,average
11682,poor
11683,poor
11684,good
11685,average
11686,poor
11687,good
11688,average
11689,poor
11690,poor
11691,poor
11692,good
11693,good
11694,average
11695,poor
11696,average
11697,poor
11698,average
11699,good
11700,good
11701,average
11702,good
11703,poor
11704,good
11705,poor
11706,good
11707,poor
11708,average
11709,poor
11710,average
11711,average
11712,poor
11713,poor
11714,poor
11715,average
11716,poor
11717,poor
11718,good
11719,average
11720,good
11721,good
11722,average
11723,good
11724,average
11725,good
11726,good
11727,good
11728,poor
11729,poor
11730,poor
11731,poor
11732,poor
11733,poor
11734,poor
11735,good
11736,poor
11737,average
11738,good
11739,average
11740,good
11741,good
11742,average
11743,poor
11744,poor
11745,good
11746,average
11747,poor
11748,poor
11749,good
11750,average
11751,good
11752,average
11753,poor
11754,average
11755,average
11756,poor
11757,good
11758,average
11759,average
11760,average
11761,good
11762,good
11763,poor
11764,poor
11765,poor
11766,poor
11767,average
11768,poor
11769,poor
11770,average
11771,good
11772,poor
11773,average
11774,poor
11775,good
11776,good
11777,good
11778,poor
11779,good
11780,good
11781,good
11782,poor
11783,good
11784,average
11785,average
11786,good
11787,poor
11788,good
11789,poor
11790,poor
11791,good
11792,poor
11793,poor
11794,average
11795,poor
11796,average
11797,poor
11798,poor
11799,average
11800,good
11801,poor
11802,good
11803,good
11804,poor
11805,average
11806,poor
11807,good
11808,good
11809,poor
11810,good
11811,average
11812,poor
11813,average
11814,poor
11815,average
11816,poor
11817,poor
11818,average
11819,good
11820,good
11821,poor
11822,average
11823,good
11824,poor
11825,average
11826,good
11827,good
11828,poor
11829,good
11830,poor
11831,average
11832,poor
11833,poor
11834,average
11835,poor
11836,average
11837,poor
11838,poor
11839,poor
11840,average
11841,average
11842,good
11843,average
11844,poor
11845,good
11846,poor
11847,average
11848,poor
11849,good
11850,poor
11851,average
11852,poor
11853,good
11854,poor
11855,good
11856,poor
11857,good
11858,average
11859,average
11860,average
11861,poor
11862,average
11863,average
11864,poor
11865,good
11866,average
11867,poor
11868,good
11869,poor
11870,average
11871,good
11872,poor
11873,average
11874,good
11875,good
11876,good
11877,average
11878,average
11879,poor
11880,average
11881,average
11882,poor
11883,poor
11884,average
11885,good
11886,average
11887,average
11888,good
11889,poor
11890,poor
11891,average
11892,good
11893,poor
11894,good
11895,average
11896,good
11897,good
11898,poor
11899,good
11900,poor
11901,good
11902,average
11903,good
11904,poor
11905,poor
11906,average
11907,poor
11908,average
11909,good
11910,average
11911,average
11912,good
11913,good
11914,good
11915,average
11916,average
11917,average
11918,average
11919,good
11920,good
11921,average
11922,average
11923,average
11924,good
11925,average
11926,good
11927,good
11928,good
11929,poor
11930,poor
11931,average
11932,poor
11933,good
11934,poor
11935,poor
11936,good
11937,poor
11938,poor
11939,poor
11940,good
11941,good
11942,poor
11943,average
11944,poor
11945,good
11946,poor
11947,average
11948,poor
11949,good
11950,good
11951,average
11952,good
11953,good
11954,average
11955,average
11956,good
11957,average
11958,poor
11959,average
11960,good
11961,poor
11962,poor
11963,good
11964,average
11965,average
11966,good
11967,average
11968,good
11969,poor
11970,average
11971,average
11972,poor
11973,good
11974,good
11975,average
11976,good
11977,average
11978,average
11979,good
11980,average
11981,good
11982,good
11983,average
11984,good
11985,poor
11986,good
11987,poor
11988,good
11989,good
11990,good
11991,average
11992,poor
11993,good
11994,average
11995,good
11996,average
11997,poor
11998,good
11999,average
12000,poor
12001,average
12002,poor
12003,good
12004,good
12005,average
12006,good
12007,good
12008,average
12009,good
12010,average
12011,average
12012,average
12013,good
12014,good
12015,average
12016,good
12017,good
12018,good
12019,poor
12020,poor
12021,average
12022,good
12023,good
12024,good
12025,poor
12026,average
12027,good
12028,good
12029,poor
12030,average
12031,good
12032,poor
12033,poor
12034,average
12035,good
12036,good
12037,average
12038,poor
12039,poor
12040,good
12041,good
12042,good
12043,poor
12044,average
12045,good
12046,average
12047,average
12048,poor
12049,good
12050,poor
12051,good
12052,good
12053,average
12054,average
12055,average
12056,average
12057,poor
12058,good
12059,good
12060,average
12061,good
12062,poor
12063,poor
12064,good
12065,average
12066,good
12067,average
12068,poor
12069,poor
12070,average
12071,average
12072,poor
12073,average
12074,average
12075,poor
12076,good
12077,good
12078,poor
12079,average
12080,poor
12081,average
12082,good
12083,poor
12084,average
12085,average
12086,average
12087,average
12088,poor
12089,average
12090,good
12091,good
12092,average
12093,good
12094,poor
12095,average
12096,good
12097,poor
12098,average
12099,average
12100,good
12101,poor
12102,good
12103,poor
12104,average
12105,poor
12106,average
12107,good
12108,good
12109,poor
12110,good
12111,average
12112,good
12113,average
12114,good
12115,good
12116,poor
12117,good
12118,poor
12119,poor
12120,poor
12121,good
12122,good
12123,average
12124,poor
12125,poor
12126,good
12127,good
12128,average
12129,average
12130,good
12131,poor
12132,good
12133,poor
12134,average
12135,average
12136,good
12137,poor
12138,poor
12139,average
12140,poor
12141,average
12142,poor
12143,poor
12144,average
12145,average
12146,poor
12147,average
12148,poor
12149,good
12150,good
12151,average
12152,average
12153,average
12154,average
12155,average
12156,average
12157,poor
12158,average
12159,average
12160,poor
12161,poor
12162,poor
12163,good
12164,good
12165,poor
12166,good
12167,good
12168,good
12169,good
12170,poor
12171,poor
12172,average
12173,good
12174,average
12175,poor
12176,poor
12177,average
12178,good
12179,good
12180,poor
12181,average
12182,good
12183,poor
12184,good
12185,average
12186,average
12187,poor
12188,good
12189,average
12190,poor
12191,average
12192,average
12193,average
12194,average
12195,poor
12196,good
12197,good
12198,poor
12199,poor
12200,average
12201,good
12202,good
12203,good
12204,poor
12205,poor
12206,average
12207,poor
12208,good
12209,good
12210,good
12211,average
12212,good
12213,average
12214,poor
12215,average
12216,average
12217,poor
12218,average
12219,average
12220,good
12221,good
12222,average
12223,poor
12224,poor
12225,average
12226,poor
12227,poor
12228,average
12229,poor
12230,good
12231,poor
12232,average
12233,good
12234,good
12235,good
12236,good
12237,good
12238,poor
12239,good
12240,good
12241,average
12242,average
12243,average
12244,good
12245,poor
12246,average
12247,average
12248,poor
12249,poor
12250,poor
12251,good
12252,poor
12253,average
12254,good
12255,average
12256,poor
12257,good
12258,average
12259,average
12260,good
12261,good
12262,good
12263,average
12264,average
12265,good
12266,average
12267,poor
12268,good
12269,good
12270,poor
12271,average
12272,good
12273,poor
12274,average
12275,good
12276,poor
12277,poor
12278,average
12279,poor
12280,good
12281,average
12282,poor
12283,average
12284,good
12285,average
12286,average
12287,average
12288,good
12289,average
12290,good
12291,poor
12292,average
12293,poor
12294,good
12295,poor
12296,average
12297,poor
12298,good
12299,poor
12300,poor
12301,average
12302,good
12303,poor
12304,good
12305,average
12306,average
12307,average
12308,good
12309,average
12310,average
12311,average
12312,poor
12313,good
12314,average
12315,poor
12316,good
12317,poor
12318,good
12319,good
12320,average
12321,average
12322,good
12323,good
12324,average
12325,poor
12326,good
12327,poor
12328,average
12329,average
12330,good
12331,average
12332,poor
12333,poor
12334,poor
12335,good
12336,poor
12337,poor
12338,average
12339,poor
12340,poor
12341,good
12342,good
12343,good
12344,poor
12345,average
12346,average
12347,poor
12348,good
12349,average
12350,average
12351,poor
12352,poor
12353,good
12354,average
12355,average
12356,good
12357,good
12358,average
12359,average
12360,good
12361,good
12362,poor
12363,good
12364,average
12365,average
12366,average
12367,poor
12368,average
12369,good
12370,good
12371,average
12372,average
12373,poor
12374,average
12375,poor
12376,average
12377,poor
12378,good
12379,good
12380,average
12381,average
12382,good
12383,poor
12384,good
12385,poor
12386,good
12387,average
12388,good
12389,average
12390,good
12391,average
12392,poor
12393,good
12394,good
12395,good
12396,average
12397,good
12398,average
12399,poor
12400,poor
12401,poor
12402,poor
12403,good
12404,poor
12405,good
12406,poor
12407,poor
12408,average
12409,average
12410,good
12411,poor
12412,poor
12413,good
12414,average
12415,good
12416,average
12417,average
12418,good
12419,poor
12420,good
12421,average
12422,good
12423,good
12424,average
12425,good
12426,poor
12427,poor
12428,average
12429,average
12430,poor
12431,average
12432,average
12433,good
12434,poor
12435,poor
